timestamp,fault_type,location,voltage_drop_pct,current_spike_a,duration_s,severity
2024-01-01 08:49:28,normal,bus_6,3.94,0.29,0.0,none
2024-02-18 23:05:18,line_fault,bus_5,29.15,51.2,17.9,high
2024-02-15 03:05:58,short_circuit,bus_5,44.04,57.69,25.9,high
2024-02-16 18:53:58,voltage_sag,bus_8,51.04,28.81,57.7,low
2024-01-25 02:38:20,voltage_sag,bus_10,48.02,16.07,5.3,low
2024-01-29 16:41:30,normal,bus_6,2.35,1.35,0.0,none
2024-02-23 20:57:25,voltage_sag,bus_9,41.94,23.54,74.8,low
2024-02-27 10:49:48,normal,bus_5,3.34,1.13,0.0,none
2024-01-15 09:40:25,normal,bus_10,2.97,1.59,0.0,none
2024-01-23 08:22:23,normal,bus_9,3.92,0.76,0.0,none
2024-02-24 11:08:25,ground_fault,bus_6,26.48,20.33,100.7,medium
2024-02-08 15:51:38,short_circuit,bus_1,64.22,77.74,4.2,high
2024-01-24 09:45:54,voltage_sag,bus_12,27.09,19.25,10.7,low
2024-02-23 18:56:20,normal,bus_10,0.12,0.25,0.0,none
2024-02-20 22:28:25,normal,bus_8,0.9,0.1,0.0,none
2024-01-13 03:20:31,voltage_sag,bus_3,69.59,60.62,1.6,low
2024-01-29 17:21:00,voltage_sag,bus_3,39.69,56.11,15.3,low
2024-02-11 13:02:06,line_fault,bus_12,43.84,55.73,14.6,high
2024-02-27 01:50:22,ground_fault,bus_1,38.41,14.48,63.5,medium
2024-01-05 06:07:41,voltage_sag,bus_1,62.07,27.32,19.2,low
2024-01-21 14:10:48,overload,bus_2,49.42,32.05,16.6,medium
2024-02-26 04:52:40,overload,bus_3,37.68,74.12,9.7,medium
2024-02-03 12:23:25,line_fault,bus_12,63.03,57.57,53.4,high
2024-01-31 04:18:42,normal,bus_10,1.76,0.29,0.0,none
2024-01-11 04:56:50,voltage_sag,bus_3,69.48,37.8,9.5,low
2024-01-29 10:13:44,overload,bus_2,44.61,47.84,29.5,medium
2024-02-01 17:16:47,short_circuit,bus_9,27.99,20.7,18.6,high
2024-01-01 15:30:55,line_fault,bus_8,34.49,39.76,11.9,high
2024-02-14 06:20:04,normal,bus_2,0.09,1.37,0.0,none
2024-02-18 14:52:04,line_fault,bus_1,28.93,44.49,70.0,high
2024-02-01 16:46:00,ground_fault,bus_5,39.52,34.21,7.2,medium
2024-01-12 19:57:40,line_fault,bus_7,48.49,57.8,12.9,high
2024-02-18 19:14:11,ground_fault,bus_1,51.17,42.42,38.8,medium
2024-02-17 08:31:09,normal,bus_7,1.82,0.68,0.0,none
2024-01-23 02:19:25,normal,bus_4,2.7,0.81,0.0,none
2024-01-24 22:28:18,line_fault,bus_5,53.46,30.33,0.2,high
2024-01-31 17:47:55,voltage_sag,bus_11,41.51,42.73,37.8,low
2024-02-07 21:43:14,voltage_sag,bus_4,55.47,78.03,28.5,low
2024-01-23 10:43:16,short_circuit,bus_6,57.08,60.24,9.3,high
2024-01-20 02:37:12,overload,bus_5,48.03,24.57,35.8,medium
2024-01-28 12:19:49,ground_fault,bus_3,63.22,22.84,6.2,medium
2024-01-06 05:20:36,overload,bus_2,25.12,17.75,14.5,medium
2024-02-02 05:43:47,normal,bus_8,3.5,1.45,0.0,none
2024-01-03 00:54:09,normal,bus_1,4.47,1.44,0.0,none
2024-02-22 09:02:36,normal,bus_3,1.69,0.76,0.0,none
2024-02-04 09:06:40,overload,bus_10,21.94,26.35,28.5,medium
2024-02-01 12:41:36,ground_fault,bus_9,31.57,60.25,3.5,medium
2024-01-04 13:08:06,short_circuit,bus_4,34.56,78.02,39.4,high
2024-01-19 12:23:06,normal,bus_5,4.18,1.58,0.0,none
2024-01-13 21:26:47,ground_fault,bus_9,35.83,22.72,29.4,medium
2024-01-13 13:44:52,normal,bus_9,2.36,0.9,0.0,none
2024-02-15 18:00:37,normal,bus_6,2.08,0.37,0.0,none
2024-02-20 00:32:50,voltage_sag,bus_3,25.82,44.61,2.1,low
2024-01-08 09:06:03,normal,bus_3,4.39,1.13,0.0,none
2024-01-18 00:02:57,line_fault,bus_6,26.84,50.99,39.7,high
2024-01-23 05:35:49,line_fault,bus_1,50.93,24.6,1.2,high
2024-02-17 10:16:04,normal,bus_4,4.03,1.15,0.0,none
2024-01-28 09:44:59,overload,bus_8,42.32,34.09,33.6,medium
2024-01-17 01:34:54,voltage_sag,bus_9,55.17,61.99,17.5,low
2024-01-20 08:40:19,normal,bus_1,1.72,1.44,0.0,none
2024-02-05 14:58:24,normal,bus_6,4.99,1.77,0.0,none
2024-02-14 21:51:40,normal,bus_9,4.02,0.18,0.0,none
2024-01-06 17:14:53,line_fault,bus_10,68.84,45.22,5.7,high
2024-01-14 17:06:11,short_circuit,bus_12,31.11,24.57,42.3,high
2024-02-04 04:44:26,normal,bus_2,0.55,0.85,0.0,none
2024-02-01 06:57:47,voltage_sag,bus_2,65.15,14.66,7.8,low
2024-01-13 13:53:12,normal,bus_3,3.11,0.18,0.0,none
2024-01-05 18:01:39,normal,bus_7,2.6,1.21,0.0,none
2024-01-30 14:37:46,ground_fault,bus_3,57.61,69.81,8.4,medium
2024-01-01 14:03:07,line_fault,bus_11,68.04,63.84,30.4,high
2024-01-10 11:40:41,normal,bus_10,3.92,1.72,0.0,none
2024-01-03 17:22:30,line_fault,bus_10,46.47,41.97,0.4,high
2024-02-09 07:50:20,normal,bus_3,4.58,1.97,0.0,none
2024-02-26 11:32:01,voltage_sag,bus_3,41.55,76.28,61.3,low
2024-02-09 05:01:24,short_circuit,bus_8,29.39,75.25,30.6,high
2024-02-03 15:12:27,normal,bus_6,2.84,0.13,0.0,none
2024-02-15 01:14:49,normal,bus_1,2.72,1.56,0.0,none
2024-02-27 15:02:45,normal,bus_5,1.32,0.62,0.0,none
2024-01-21 01:11:07,voltage_sag,bus_4,63.18,65.54,6.6,low
2024-01-10 02:11:25,normal,bus_7,2.63,0.14,0.0,none
2024-01-11 16:40:50,normal,bus_8,2.85,1.0,0.0,none
2024-01-16 19:31:27,voltage_sag,bus_6,32.87,65.54,33.7,low
2024-02-16 00:38:33,line_fault,bus_7,28.62,59.39,33.8,high
2024-01-03 05:58:10,voltage_sag,bus_5,24.37,26.91,16.6,low
2024-01-26 03:57:30,normal,bus_12,1.05,1.22,0.0,none
2024-02-02 20:20:13,normal,bus_8,4.53,1.37,0.0,none
2024-02-16 04:20:06,line_fault,bus_4,47.4,23.17,25.0,high
2024-01-03 05:39:38,normal,bus_2,1.52,1.9,0.0,none
2024-01-06 16:50:31,normal,bus_12,2.57,1.38,0.0,none
2024-01-08 21:44:51,voltage_sag,bus_3,37.75,23.46,22.4,low
2024-02-15 03:42:33,normal,bus_12,0.45,0.39,0.0,none
2024-01-18 16:46:31,normal,bus_6,1.2,1.81,0.0,none
2024-02-20 12:58:43,ground_fault,bus_11,20.37,14.08,31.4,medium
2024-01-04 09:37:46,normal,bus_3,4.24,1.02,0.0,none
2024-02-03 06:11:46,short_circuit,bus_11,59.6,47.37,40.4,high
2024-02-05 06:01:57,short_circuit,bus_6,50.34,32.8,5.5,high
2024-02-27 03:14:38,voltage_sag,bus_11,41.59,69.7,3.7,low
2024-02-03 07:25:43,line_fault,bus_1,58.59,66.82,11.5,high
2024-02-09 23:53:26,voltage_sag,bus_8,25.75,74.67,2.5,low
2024-01-13 10:06:51,voltage_sag,bus_7,47.75,45.88,65.9,low
2024-02-12 13:16:22,line_fault,bus_10,38.76,51.38,1.1,high
2024-02-14 20:36:13,overload,bus_9,28.84,70.62,43.2,medium
2024-02-18 10:39:34,short_circuit,bus_6,46.13,37.26,19.7,high
2024-02-05 18:02:33,voltage_sag,bus_5,39.12,36.34,9.1,low
2024-02-04 03:00:34,normal,bus_10,3.38,0.04,0.0,none
2024-01-08 00:51:40,normal,bus_6,3.44,1.43,0.0,none
2024-01-17 10:34:18,ground_fault,bus_11,67.3,37.12,9.1,medium
2024-02-17 19:51:35,normal,bus_2,4.6,0.38,0.0,none
2024-01-03 05:08:51,short_circuit,bus_1,46.79,35.21,22.8,high
2024-01-01 00:52:56,voltage_sag,bus_3,66.5,26.49,7.9,low
2024-02-19 08:13:31,ground_fault,bus_6,51.05,56.13,22.3,medium
2024-02-22 17:57:15,voltage_sag,bus_4,48.55,61.45,20.5,low
2024-01-28 10:32:12,line_fault,bus_4,64.39,64.51,9.7,high
2024-01-13 05:06:22,voltage_sag,bus_6,38.42,76.29,30.7,low
2024-01-17 07:45:59,voltage_sag,bus_11,44.99,61.34,32.9,low
2024-02-02 20:11:45,short_circuit,bus_6,69.56,21.56,7.9,high
2024-01-29 15:30:04,overload,bus_1,20.4,51.03,13.5,medium
2024-02-03 15:55:06,voltage_sag,bus_10,49.81,68.37,28.7,low
2024-01-11 03:11:02,normal,bus_4,2.49,1.93,0.0,none
2024-02-19 19:54:17,normal,bus_12,3.15,1.31,0.0,none
2024-02-17 00:05:50,ground_fault,bus_12,20.8,75.78,4.1,medium
2024-02-06 05:32:25,voltage_sag,bus_3,53.97,56.14,13.2,low
2024-01-13 10:28:24,voltage_sag,bus_7,47.35,40.99,39.6,low
2024-01-15 01:13:10,voltage_sag,bus_10,26.18,30.58,7.5,low
2024-02-07 19:05:50,voltage_sag,bus_9,58.14,28.52,33.9,low
2024-01-17 16:01:18,voltage_sag,bus_5,55.79,37.85,3.7,low
2024-01-23 13:54:46,normal,bus_10,4.32,0.46,0.0,none
2024-01-11 07:13:43,line_fault,bus_9,55.4,75.09,1.6,high
2024-02-24 23:22:29,short_circuit,bus_10,47.37,71.14,34.7,high
2024-02-22 14:14:20,normal,bus_6,1.46,1.97,0.0,none
2024-02-22 04:18:43,overload,bus_1,24.09,72.89,32.1,medium
2024-01-15 12:15:36,normal,bus_10,1.53,1.51,0.0,none
2024-01-02 17:37:55,line_fault,bus_9,50.11,15.4,2.7,high
2024-01-26 12:27:36,ground_fault,bus_9,26.62,63.11,7.1,medium
2024-01-05 13:34:15,line_fault,bus_6,48.48,48.94,50.1,high
2024-02-13 02:08:14,ground_fault,bus_1,57.6,29.65,35.6,medium
2024-02-23 21:41:43,ground_fault,bus_1,67.13,12.84,18.9,medium
2024-01-22 14:50:34,ground_fault,bus_12,63.26,20.31,5.3,medium
2024-01-07 14:04:12,overload,bus_1,48.18,77.1,21.7,medium
2024-01-13 08:22:08,normal,bus_10,3.14,0.93,0.0,none
2024-01-06 00:56:54,normal,bus_3,0.0,1.02,0.0,none
2024-02-25 07:43:23,line_fault,bus_10,45.76,37.22,39.1,high
2024-01-25 13:29:54,ground_fault,bus_9,29.12,70.35,63.3,medium
2024-02-23 06:37:45,normal,bus_2,2.63,1.01,0.0,none
2024-01-16 04:45:01,normal,bus_12,2.37,1.89,0.0,none
2024-02-11 10:08:04,short_circuit,bus_11,25.86,49.52,63.9,high
2024-02-01 21:38:25,voltage_sag,bus_2,20.62,11.11,4.5,low
2024-01-10 20:14:16,overload,bus_11,21.15,65.29,181.8,medium
2024-01-21 06:23:55,normal,bus_2,1.62,0.12,0.0,none
2024-01-05 04:58:13,voltage_sag,bus_6,44.01,18.02,2.8,low
2024-01-27 10:11:03,voltage_sag,bus_1,46.98,10.98,2.9,low
2024-02-06 16:14:33,overload,bus_3,37.06,51.9,64.2,medium
2024-01-06 16:01:27,short_circuit,bus_2,25.29,64.59,0.2,high
2024-01-12 14:53:49,normal,bus_6,2.38,1.83,0.0,none
2024-01-08 09:03:00,line_fault,bus_6,50.75,11.4,1.1,high
2024-02-27 16:56:30,voltage_sag,bus_2,27.47,11.24,0.6,low
2024-02-20 02:30:45,line_fault,bus_11,44.33,41.66,9.1,high
2024-01-27 03:42:29,overload,bus_5,52.53,39.42,73.6,medium
2024-01-31 20:42:42,voltage_sag,bus_12,52.14,52.72,8.4,low
2024-01-30 10:43:55,overload,bus_6,41.76,48.29,12.2,medium
2024-01-10 18:07:20,line_fault,bus_5,38.11,17.88,39.1,high
2024-01-25 16:25:33,overload,bus_2,59.52,72.63,14.9,medium
2024-02-24 21:12:03,normal,bus_3,1.68,1.06,0.0,none
2024-01-22 09:07:06,normal,bus_11,0.95,0.39,0.0,none
2024-02-04 08:47:33,normal,bus_2,3.71,1.94,0.0,none
2024-02-11 03:18:20,voltage_sag,bus_2,63.54,55.02,16.6,low
2024-02-02 08:41:16,normal,bus_3,2.08,0.83,0.0,none
2024-02-09 11:45:55,short_circuit,bus_8,68.73,78.61,11.2,high
2024-02-06 10:53:09,line_fault,bus_11,27.51,72.21,31.2,high
2024-02-03 07:22:22,normal,bus_4,1.79,0.37,0.0,none
2024-01-22 04:11:34,normal,bus_6,1.86,0.66,0.0,none
2024-02-14 01:08:09,normal,bus_12,4.18,1.08,0.0,none
2024-02-12 15:23:56,ground_fault,bus_2,61.19,55.21,23.9,medium
2024-02-11 18:44:27,voltage_sag,bus_2,51.7,78.86,27.1,low
2024-01-17 21:19:45,normal,bus_10,0.01,1.31,0.0,none
2024-02-10 03:59:31,normal,bus_8,0.94,0.01,0.0,none
2024-01-23 15:24:11,short_circuit,bus_1,20.49,25.73,3.1,high
2024-01-27 11:40:52,ground_fault,bus_4,25.46,67.02,24.1,medium
2024-02-25 16:50:41,ground_fault,bus_8,27.61,74.51,18.4,medium
2024-01-31 17:36:48,short_circuit,bus_12,66.99,71.15,25.0,high
2024-01-29 20:36:11,normal,bus_1,4.64,1.26,0.0,none
2024-01-31 02:54:19,normal,bus_4,1.09,0.12,0.0,none
2024-01-05 16:41:55,short_circuit,bus_5,21.48,73.08,15.5,high
2024-01-17 14:38:49,normal,bus_12,0.79,0.25,0.0,none
2024-01-21 23:06:55,normal,bus_5,0.67,1.73,0.0,none
2024-01-23 19:56:18,ground_fault,bus_1,68.86,34.49,3.9,medium
2024-02-22 00:02:57,normal,bus_11,4.25,0.87,0.0,none
2024-02-21 00:36:44,voltage_sag,bus_5,58.16,15.51,2.1,low
2024-01-18 05:48:36,voltage_sag,bus_8,64.64,15.75,81.1,low
2024-02-13 00:08:32,voltage_sag,bus_7,58.35,62.71,4.3,low
2024-02-24 07:32:48,normal,bus_6,0.77,1.01,0.0,none
2024-01-27 07:29:07,voltage_sag,bus_6,38.89,29.45,103.3,low
2024-01-30 09:31:48,line_fault,bus_3,40.45,31.98,92.5,high
2024-01-09 20:01:18,normal,bus_3,2.94,0.22,0.0,none
2024-01-26 14:13:58,overload,bus_4,35.12,21.56,29.1,medium
2024-02-12 03:17:26,short_circuit,bus_12,25.27,20.26,32.9,high
2024-02-18 01:32:09,normal,bus_1,1.06,1.25,0.0,none
2024-01-23 16:16:26,short_circuit,bus_1,34.92,28.42,41.8,high
2024-01-29 02:02:41,normal,bus_8,3.29,0.08,0.0,none
2024-01-06 17:06:23,ground_fault,bus_9,22.4,63.29,17.5,medium
2024-02-01 05:45:39,voltage_sag,bus_4,57.82,48.08,7.4,low
2024-01-21 05:01:49,line_fault,bus_4,39.75,35.34,170.6,high
2024-01-30 14:45:12,normal,bus_6,3.56,1.22,0.0,none
2024-01-21 19:27:22,normal,bus_12,0.87,1.26,0.0,none
2024-02-02 06:57:30,voltage_sag,bus_8,61.97,54.95,29.5,low
2024-02-11 21:42:47,normal,bus_3,3.8,0.43,0.0,none
2024-01-07 19:31:50,short_circuit,bus_7,61.67,70.61,43.3,high
2024-01-04 08:13:08,voltage_sag,bus_2,35.88,31.82,65.7,low
2024-02-06 12:08:37,normal,bus_8,4.32,0.97,0.0,none
2024-01-02 06:58:49,normal,bus_4,0.68,1.12,0.0,none
2024-01-10 00:00:46,voltage_sag,bus_1,41.55,57.04,11.1,low
2024-02-09 23:08:29,voltage_sag,bus_6,55.72,38.33,2.3,low
2024-02-15 13:37:16,line_fault,bus_9,35.79,31.94,4.3,high
2024-01-27 10:25:58,voltage_sag,bus_10,54.26,16.04,6.2,low
2024-01-21 21:11:07,line_fault,bus_9,26.28,46.19,90.1,high
2024-02-12 04:38:57,line_fault,bus_8,31.53,62.89,9.2,high
2024-02-15 00:51:41,voltage_sag,bus_9,32.42,10.17,28.0,low
2024-01-28 19:11:09,voltage_sag,bus_9,68.47,58.73,94.0,low
2024-02-25 16:08:37,voltage_sag,bus_12,39.79,27.01,24.6,low
2024-01-29 11:28:24,line_fault,bus_10,49.52,60.53,37.9,high
2024-01-14 14:19:30,normal,bus_1,0.92,0.12,0.0,none
2024-01-14 21:03:41,line_fault,bus_9,27.31,54.5,26.0,high
2024-01-08 22:24:34,normal,bus_5,1.33,0.94,0.0,none
2024-02-07 17:35:07,voltage_sag,bus_5,55.56,39.34,23.0,low
2024-01-08 10:48:27,normal,bus_7,3.67,1.02,0.0,none
2024-02-25 21:47:07,line_fault,bus_12,51.23,40.29,6.4,high
2024-01-11 01:12:26,line_fault,bus_10,66.48,72.48,15.4,high
2024-02-19 17:42:14,short_circuit,bus_4,57.93,27.37,62.0,high
2024-02-06 10:55:45,normal,bus_3,2.51,1.45,0.0,none
2024-01-18 00:44:51,ground_fault,bus_6,66.78,34.92,10.4,medium
2024-02-10 15:40:35,normal,bus_12,4.93,0.84,0.0,none
2024-02-01 15:23:28,voltage_sag,bus_3,53.24,30.64,52.3,low
2024-01-09 02:30:56,normal,bus_5,3.15,0.87,0.0,none
2024-01-11 14:15:38,normal,bus_7,1.08,0.72,0.0,none
2024-02-07 08:18:35,short_circuit,bus_11,64.99,44.83,25.0,high
2024-01-22 08:33:00,short_circuit,bus_12,50.97,13.76,2.2,high
2024-01-10 11:30:00,normal,bus_6,4.74,0.29,0.0,none
2024-01-17 03:34:21,ground_fault,bus_12,30.68,74.38,4.2,medium
2024-02-26 16:03:03,voltage_sag,bus_6,27.65,33.8,60.7,low
2024-02-01 00:41:23,ground_fault,bus_5,36.39,61.36,8.3,medium
2024-01-18 02:32:31,overload,bus_11,68.49,48.47,56.7,medium
2024-02-02 22:33:10,overload,bus_11,46.41,21.79,20.9,medium
2024-01-07 07:20:21,ground_fault,bus_5,60.63,68.53,74.7,medium
2024-02-09 08:54:46,short_circuit,bus_11,48.93,43.14,40.7,high
2024-01-14 01:43:00,normal,bus_9,3.47,1.62,0.0,none
2024-02-23 21:10:00,normal,bus_7,1.34,1.97,0.0,none
2024-02-03 14:11:21,line_fault,bus_3,60.57,23.39,8.8,high
2024-02-01 07:26:20,line_fault,bus_3,48.36,18.55,72.0,high
2024-02-08 16:47:58,line_fault,bus_9,48.82,14.48,17.0,high
2024-01-01 21:24:06,line_fault,bus_12,32.53,17.68,71.5,high
2024-01-06 20:27:52,short_circuit,bus_10,69.93,58.93,22.2,high
2024-01-15 12:02:49,overload,bus_12,42.61,66.57,2.2,medium
2024-02-16 22:51:08,voltage_sag,bus_12,58.96,49.8,43.5,low
2024-01-23 01:29:07,line_fault,bus_5,28.88,27.73,27.9,high
2024-02-24 05:26:42,normal,bus_11,0.88,1.73,0.0,none
2024-02-11 04:37:38,overload,bus_2,25.44,57.17,22.5,medium
2024-02-22 12:26:16,normal,bus_9,1.47,0.96,0.0,none
2024-02-21 20:35:44,normal,bus_11,4.37,0.12,0.0,none
2024-01-16 01:49:05,normal,bus_2,0.29,1.75,0.0,none
2024-01-07 19:22:47,normal,bus_10,3.03,0.89,0.0,none
2024-01-25 06:46:23,normal,bus_8,3.22,1.33,0.0,none
2024-02-06 14:14:01,voltage_sag,bus_3,35.28,33.68,59.1,low
2024-01-11 03:57:55,normal,bus_10,4.22,0.49,0.0,none
2024-01-01 23:18:51,line_fault,bus_7,41.05,70.66,86.2,high
2024-01-11 21:27:17,normal,bus_3,2.54,1.87,0.0,none
2024-02-20 21:12:10,short_circuit,bus_5,31.39,13.65,53.2,high
2024-01-15 04:31:13,voltage_sag,bus_11,44.48,54.3,19.7,low
2024-02-22 22:31:34,normal,bus_11,2.99,0.71,0.0,none
2024-01-18 06:29:21,normal,bus_6,4.41,0.85,0.0,none
2024-02-09 15:49:11,normal,bus_2,2.22,1.21,0.0,none
2024-01-08 10:23:48,normal,bus_1,0.74,1.97,0.0,none
2024-01-30 04:02:57,normal,bus_9,1.95,1.08,0.0,none
2024-01-24 13:24:04,ground_fault,bus_1,33.87,25.36,19.7,medium
2024-01-23 18:05:58,voltage_sag,bus_8,53.38,79.92,63.4,low
2024-02-10 08:39:50,normal,bus_3,4.51,1.88,0.0,none
2024-02-10 20:49:01,normal,bus_9,0.59,0.39,0.0,none
2024-01-17 01:21:53,ground_fault,bus_7,47.29,53.8,84.9,medium
2024-02-15 17:58:30,voltage_sag,bus_2,61.14,20.53,35.5,low
2024-01-14 09:00:06,voltage_sag,bus_11,69.07,48.14,10.1,low
2024-01-17 17:12:28,line_fault,bus_11,54.34,28.99,13.8,high
2024-02-22 18:24:30,normal,bus_8,3.56,1.81,0.0,none
2024-02-08 22:37:24,voltage_sag,bus_5,50.86,59.5,24.1,low
2024-02-06 16:21:03,overload,bus_5,42.2,15.01,0.3,medium
2024-02-15 06:26:47,line_fault,bus_2,52.31,66.83,1.4,high
2024-02-21 20:07:31,line_fault,bus_11,35.36,24.01,1.9,high
2024-02-01 13:07:09,overload,bus_3,44.77,14.0,0.1,medium
2024-02-20 11:46:59,normal,bus_2,4.91,0.98,0.0,none
2024-01-10 17:03:11,normal,bus_8,1.43,1.77,0.0,none
2024-01-20 16:39:06,overload,bus_5,67.04,66.53,7.3,medium
2024-02-07 23:17:56,normal,bus_6,1.38,0.04,0.0,none
2024-01-02 09:01:27,voltage_sag,bus_11,28.58,12.67,7.6,low
2024-02-24 14:44:33,line_fault,bus_2,25.17,29.43,14.8,high
2024-02-06 17:43:54,short_circuit,bus_1,58.46,18.5,45.4,high
2024-01-31 23:06:44,line_fault,bus_7,24.23,36.09,18.9,high
2024-01-31 07:25:25,overload,bus_9,37.13,55.1,30.5,medium
2024-02-04 20:18:09,voltage_sag,bus_3,69.9,21.45,21.5,low
2024-01-20 03:34:01,voltage_sag,bus_4,58.95,43.14,49.9,low
2024-01-01 00:38:42,short_circuit,bus_6,38.36,28.82,34.3,high
2024-02-11 05:23:25,normal,bus_4,2.87,1.17,0.0,none
2024-02-15 03:56:15,normal,bus_9,0.31,1.47,0.0,none
2024-01-19 11:46:19,normal,bus_6,1.96,1.18,0.0,none
2024-01-19 07:04:37,overload,bus_6,52.28,63.74,0.9,medium
2024-01-05 05:40:42,normal,bus_10,1.62,0.83,0.0,none
2024-01-31 04:40:22,voltage_sag,bus_3,41.93,69.99,5.7,low
2024-01-13 20:37:37,normal,bus_7,3.91,1.63,0.0,none
2024-01-06 16:31:34,normal,bus_6,1.11,1.04,0.0,none
2024-01-29 19:41:35,voltage_sag,bus_12,40.75,20.17,18.9,low
2024-01-19 03:30:16,overload,bus_3,31.45,13.62,12.7,medium
2024-01-10 13:12:56,short_circuit,bus_8,25.84,43.25,0.0,high
2024-01-19 05:32:38,line_fault,bus_11,58.45,25.89,0.9,high
2024-01-30 17:31:41,voltage_sag,bus_10,24.47,75.31,3.4,low
2024-01-27 03:16:30,normal,bus_4,0.13,1.01,0.0,none
2024-02-01 09:37:44,voltage_sag,bus_11,43.91,70.56,5.6,low
2024-02-05 04:08:29,voltage_sag,bus_8,64.83,42.79,27.7,low
2024-02-21 19:57:16,short_circuit,bus_6,34.89,68.06,50.3,high
2024-02-08 10:16:48,normal,bus_6,4.41,0.71,0.0,none
2024-01-29 02:48:19,line_fault,bus_3,65.91,11.37,22.9,high
2024-01-07 12:20:33,normal,bus_5,2.29,0.63,0.0,none
2024-01-05 02:27:32,line_fault,bus_10,31.96,70.51,25.5,high
2024-01-16 22:25:44,normal,bus_5,0.84,1.55,0.0,none
2024-01-30 22:11:13,line_fault,bus_3,47.34,13.47,61.3,high
2024-01-31 16:02:46,voltage_sag,bus_8,33.42,23.05,6.4,low
2024-01-25 13:50:37,normal,bus_1,2.57,1.28,0.0,none
2024-02-17 20:26:45,ground_fault,bus_9,37.44,12.24,17.2,medium
2024-01-11 18:02:43,normal,bus_8,1.76,0.81,0.0,none
2024-02-02 07:36:58,line_fault,bus_3,46.2,25.21,1.2,high
2024-02-25 03:20:11,overload,bus_11,49.69,62.64,46.4,medium
2024-02-11 18:35:32,normal,bus_12,3.64,0.06,0.0,none
2024-01-16 00:39:00,line_fault,bus_12,67.48,63.21,19.2,high
2024-02-22 13:14:51,overload,bus_6,55.06,51.88,9.8,medium
2024-02-27 02:45:14,ground_fault,bus_11,69.01,45.5,5.0,medium
2024-01-03 08:33:19,short_circuit,bus_2,54.38,26.47,30.3,high
2024-01-02 19:21:36,normal,bus_5,1.8,1.49,0.0,none
2024-01-13 04:13:21,ground_fault,bus_2,39.78,39.45,37.1,medium
2024-02-11 17:52:43,short_circuit,bus_12,29.74,58.16,10.2,high
2024-02-16 20:39:17,normal,bus_4,0.25,0.41,0.0,none
2024-02-14 09:18:32,normal,bus_5,4.11,0.97,0.0,none
2024-02-18 15:09:25,line_fault,bus_2,60.36,18.01,30.9,high
2024-01-21 07:59:57,voltage_sag,bus_2,39.75,55.24,27.7,low
2024-02-02 19:49:19,line_fault,bus_2,63.38,35.73,23.6,high
2024-01-31 11:54:06,voltage_sag,bus_8,53.24,64.08,6.2,low
2024-01-30 06:27:29,normal,bus_6,0.39,0.36,0.0,none
2024-02-07 20:44:50,line_fault,bus_5,23.65,49.64,1.2,high
2024-01-27 21:13:29,voltage_sag,bus_1,64.15,63.16,21.1,low
2024-02-18 20:32:13,voltage_sag,bus_10,64.74,21.29,11.9,low
2024-01-26 06:18:29,line_fault,bus_12,29.31,56.93,15.0,high
2024-01-16 06:51:42,voltage_sag,bus_12,64.81,35.17,120.5,low
2024-02-18 11:43:55,ground_fault,bus_9,36.81,76.13,9.6,medium
2024-02-13 22:58:21,overload,bus_1,41.51,78.61,53.7,medium
2024-01-16 18:36:41,ground_fault,bus_12,68.35,66.49,4.7,medium
2024-01-05 18:46:09,line_fault,bus_12,21.85,65.65,32.8,high
2024-01-11 18:29:44,voltage_sag,bus_10,23.86,22.54,11.4,low
2024-02-16 01:57:13,overload,bus_5,59.48,70.32,9.5,medium
2024-02-07 16:04:29,overload,bus_5,24.12,76.78,12.0,medium
2024-02-18 04:46:41,voltage_sag,bus_8,23.86,77.11,10.9,low
2024-01-22 09:26:31,normal,bus_5,2.91,1.58,0.0,none
2024-02-11 09:07:07,normal,bus_3,1.92,1.47,0.0,none
2024-02-03 10:01:24,line_fault,bus_1,29.36,66.46,1.9,high
2024-02-14 17:34:28,ground_fault,bus_5,44.48,75.43,21.3,medium
2024-01-01 23:26:04,voltage_sag,bus_11,40.08,77.95,4.1,low
2024-01-05 03:12:14,line_fault,bus_2,34.06,76.44,32.0,high
2024-02-03 17:18:04,ground_fault,bus_11,24.79,35.6,10.8,medium
2024-02-26 12:33:02,voltage_sag,bus_1,30.3,10.25,21.7,low
2024-02-17 13:43:10,voltage_sag,bus_10,25.95,57.14,12.2,low
2024-02-05 12:44:57,voltage_sag,bus_6,63.37,10.31,18.9,low
2024-02-18 23:51:46,short_circuit,bus_12,44.72,75.08,10.5,high
2024-02-01 05:15:43,short_circuit,bus_12,53.06,42.38,11.9,high
2024-01-04 05:39:11,overload,bus_4,24.17,48.88,2.0,medium
2024-01-25 00:23:37,normal,bus_1,0.29,1.6,0.0,none
2024-01-14 15:42:14,voltage_sag,bus_7,21.43,46.37,8.0,low
2024-02-03 03:14:15,voltage_sag,bus_11,31.47,17.96,58.4,low
2024-02-17 00:32:24,normal,bus_8,0.05,1.14,0.0,none
2024-02-01 16:38:03,normal,bus_3,1.57,0.03,0.0,none
2024-01-10 07:25:17,normal,bus_10,2.12,1.8,0.0,none
2024-01-01 01:47:44,voltage_sag,bus_2,62.53,43.74,15.3,low
2024-01-23 08:16:10,ground_fault,bus_7,50.98,63.29,25.8,medium
2024-02-18 10:17:33,line_fault,bus_9,63.69,60.61,40.6,high
